model,mae,rmse,mean_predictive_std,avg_prob_over_3.5,avg_prob_over_4.5,avg_prob_over_5.5,avg_prob_over_6.5
bayesian_neural_network,1.5849097967147827,1.9892359991286837,0.42897161841392517,0.7793865261573203,0.5777700414000753,0.3332141512984569,0.14396876176138504
